Tag,TextLength,Punctuation,NegativeKeywordRatio,PositiveClassCount,RelativeTagDepth,SimilarAncestorRatio,TextToTagRatio,PreviousClassification,Position,AncestorTags,Output
h6,45,0,0,0,-1,0.8888889,3.214286,True,0.344514,65664,False
p,100,1,0,0,-1,0.6666667,7.692307,False,0.3445868,65672,False
a,9,0,0,0,0,0.75,0.6923077,False,0.3449216,65664,False
h4,16,0,0,0,-2,0.625,1.454545,False,0.3450075,536936576,False
span,5,0,1,0,3,0.5555556,0.3571429,False,0.3486998,33620096,False
span,5,0,0,0,0,1,0.3571429,False,0.3495184,33620096,False
title,11,0,0,0,4,0,2.75,False,0.0005132079,1077936128,False
a,18,0,0,0,2,0.2857143,3,False,0.02037198,65536,False
a,23,0,0,0,0,1,3.833333,False,0.02043337,65536,False
a,20,0,0,0,0,1,3.333333,False,0.02049394,65536,False
span,18,0,0,0,4,0.5,1.8,False,0.02092366,35717120,False
span,14,0,0,0,0,0.75,1.4,False,0.02126907,2162688,False
span,12,0,0,0,0,1,1.2,False,0.02145078,2162688,False
span,6,0,0,0,4,0.7777778,0.4285714,False,0.02187805,2162688,False
span,5,0,0,0,0,1,0.3571429,False,0.02203684,2162688,False
span,5,0,0,0,0,1,0.3571429,False,0.02221527,2162688,False
a,10,0,0,0,4,0.8888889,0.5555556,False,0.02248702,2162688,False
span,9,0,0,0,-4,0.8888889,0.6428571,False,0.02908751,2162688,False
a,12,0,0,0,4,0.8888889,0.6666667,False,0.02938381,2162688,False
a,17,0,0,0,0,1,0.9444444,False,0.02958353,2162688,False
a,22,0,0,0,0,1,1.222222,False,0.02979144,2162688,False
a,18,1,0,0,0,1,1,False,0.03000016,2162688,False
a,10,0,0,0,0,1,0.5555556,False,0.0301966,2162688,False
span,7,0,0,0,-4,0.8888889,0.5,False,0.03049781,2162688,False
a,12,0,0,0,4,0.8888889,0.6666667,False,0.03076792,2162688,False
a,13,0,0,0,0,1,0.7222222,False,0.03096437,2162688,False
span,9,0,0,0,3,0.8888889,0.4285714,False,0.03127376,2162688,False
span,5,0,0,0,1,1,0.2272727,False,0.03132615,2162688,False
span,8,0,0,0,-1,1,0.3809524,False,0.03161754,2162688,False
span,6,0,0,0,1,1,0.2727273,False,0.03166911,2162688,False
span,6,0,0,0,-1,1,0.2857143,False,0.03195886,2162688,False
span,5,0,0,0,1,1,0.2272727,False,0.03200879,2162688,False
span,7,0,0,0,-1,1,0.3333333,False,0.03230263,2162688,False
span,10,0,0,0,1,1,0.4545455,False,0.03235338,2162688,False
span,6,0,0,0,-1,1,0.2857143,False,0.03264887,2162688,False
span,8,0,0,0,1,1,0.3636364,False,0.0326988,2162688,False
span,5,0,0,0,-1,1,0.2380952,False,0.03299182,2162688,False
span,8,0,0,0,1,1,0.3636364,False,0.03304093,2162688,False
span,4,0,0,0,-1,1,0.1904762,False,0.03333478,2162688,False
span,10,0,0,0,1,1,0.4545455,False,0.03338307,2162688,False
span,6,0,0,0,-1,1,0.2857143,False,0.03367692,2162688,False
span,6,0,0,0,1,1,0.2727273,False,0.03372685,2162688,False
span,6,0,0,0,-1,1,0.2857143,False,0.0340166,2162688,False
span,5,0,0,0,1,1,0.2272727,False,0.03406653,2162688,False
span,7,0,0,0,-1,1,0.3333333,False,0.03435792,2162688,False
span,7,0,0,0,1,1,0.3181818,False,0.03440867,2162688,False
span,5,0,0,0,-1,1,0.2380952,False,0.0347017,2162688,False
span,9,0,0,0,1,1,0.4090909,False,0.03475081,2162688,False
span,5,0,0,0,-1,1,0.2380952,False,0.03504302,2162688,False
span,6,0,0,0,1,1,0.2727273,False,0.03509213,2162688,False
span,6,0,0,0,-1,1,0.2857143,False,0.03538188,2162688,False
span,5,0,0,0,1,1,0.2272727,False,0.03543181,2162688,False
span,4,0,0,0,-1,1,0.1904762,False,0.03572238,2162688,False
span,9,0,0,0,1,1,0.4090909,False,0.03577068,2162688,False
span,6,0,0,0,-1,1,0.2857143,False,0.03606616,2162688,False
span,9,0,0,0,1,1,0.4090909,False,0.03611609,2162688,False
span,6,0,0,0,-1,1,0.2857143,False,0.03640993,2162688,False
span,7,0,0,0,1,1,0.3181818,False,0.03645986,2162688,False
span,6,0,0,0,-1,1,0.2857143,False,0.03675044,2162688,False
span,5,0,0,0,1,1,0.2272727,False,0.03680037,2162688,False
span,5,0,0,0,-1,1,0.2380952,False,0.0370893,2162688,False
span,6,0,0,0,1,1,0.2727273,False,0.03713841,2162688,False
span,3,0,0,0,-1,1,0.1428571,False,0.0374298,2162688,False
span,10,0,0,0,1,1,0.4545455,False,0.03747728,2162688,False
span,9,0,0,0,-1,1,0.4285714,False,0.03777358,2162688,False
span,6,0,0,0,1,1,0.2727273,False,0.03782596,2162688,False
span,5,0,0,0,-8,1,0.3571429,False,0.03815009,2162688,False
a,10,0,0,0,4,0.8888889,0.5555556,False,0.03841693,2162688,False
span,10,0,0,0,3,0.8888889,0.4761905,False,0.03869031,2162688,False
span,7,0,0,0,0,1,0.3333333,False,0.03942861,2162688,False
span,4,0,0,0,0,1,0.1904762,False,0.04015463,2162688,False
span,7,0,0,0,0,1,0.3333333,False,0.04087083,2162688,False
span,8,0,0,0,0,1,0.3809524,False,0.04160013,2162688,False
span,12,0,0,0,0,1,0.5714286,False,0.04233679,2162688,False
span,8,0,0,0,0,1,0.3809524,False,0.04308409,2162688,False
span,7,0,0,0,0,1,0.3333333,False,0.04381421,2162688,False
span,10,0,0,0,0,1,0.4761905,False,0.04454514,2162688,False
span,8,0,0,0,0,1,0.3809524,False,0.04528426,2162688,False
span,6,0,0,0,-7,1,0.4285714,False,0.04608395,2162688,False
a,8,0,0,0,4,0.8888889,0.4444444,False,0.04640317,2162688,False
a,8,0,0,0,0,1,0.4444444,False,0.0466168,2162688,False
a,14,0,0,0,0,1,0.7777778,False,0.04683534,2162688,False
a,8,0,0,0,0,1,0.4444444,False,0.04705388,2162688,False
a,34,1,0,0,0,1,1.888889,False,0.04728552,2162688,False
span,11,0,0,0,-4,0.8888889,0.7857143,False,0.04759083,2162688,False
span,8,0,0,0,0,0.7777778,0.5714286,False,0.04814496,2162688,False
a,9,0,0,0,-1,0.8571429,0.6923077,False,0.04855995,2162688,False
a,9,0,0,0,0,1,0.6923077,False,0.04870564,2162688,False
a,7,0,0,0,0,1,0.5384616,False,0.0488497,2162688,False
a,10,0,0,0,1,0.75,0.7142857,False,0.04930152,2162688,False
a,5,0,0,0,0,1,0.3571429,False,0.04951352,2162688,False
a,7,0,0,0,0,1,0.5,False,0.04968377,2162688,False
a,11,0,0,0,0,1,0.7857143,False,0.04987694,2162688,False
a,11,0,0,0,0,1,0.7857143,False,0.05006519,2162688,False
span,2,0,0,0,0,0.8888889,0.1428571,False,0.05041634,2162688,False
sup,1,0,0,0,1,0.9,0.06666667,False,0.05042206,2162688,False
span,2,0,0,0,-1,0.9,0.1428571,False,0.05053502,2162688,False
sup,1,0,0,0,1,0.9,0.06666667,False,0.05054075,2162688,False
span,2,0,0,0,-1,0.9,0.1428571,False,0.05071919,2162688,False
sup,1,0,0,0,1,0.9,0.06666667,False,0.05072492,2162688,False
div,18,0,0,0,-3,0.3636364,1.5,False,0.05305932,65536,False
p,2,0,0,0,2,0.8333333,0.1428571,False,0.05322466,65544,False
span,4,0,0,0,0,0.7142857,0.2857143,False,0.0532885,65536,False
p,2,0,0,0,0,0.7142857,0.1428571,False,0.05343665,65544,False
span,3,0,0,0,0,0.7142857,0.2142857,False,0.0535005,65536,False
p,2,0,0,0,0,0.7142857,0.1428571,False,0.05364947,65544,False
span,4,0,0,0,0,0.7142857,0.2857143,False,0.05371331,65536,False
p,2,0,0,0,0,0.7142857,0.1428571,False,0.0538631,65544,False
span,4,0,0,0,0,0.7142857,0.2857143,False,0.05392694,65536,False
a,17,0,0,0,-4,0.7142857,1.7,False,0.05484122,65536,False
a,17,0,0,0,0,1,1.7,False,0.05546247,65536,False
span,4,0,0,0,3,0.7142857,0.3076923,False,0.05593066,65536,False
span,2,2,0,0,1,1,0.1428571,False,0.05613774,65536,False
span,2,0,0,0,-1,1,0.1538462,False,0.05614511,65536,False
span,8,0,0,0,0,1,0.6153846,False,0.05646515,65536,False
span,8,0,0,0,0,1,0.6153846,False,0.05668206,65536,False
p,5,0,0,0,-2,0.7142857,0.4545455,False,0.05851635,65544,False
p,24,0,0,0,0,1,2.181818,False,0.05858428,65544,False
div,3,0,0,0,2,0.8333333,0.2307692,False,0.05887076,65536,False
div,4,0,0,0,0,1,0.3076923,False,0.05896653,65536,False
span,2,0,0,0,2,0.8333333,0.1333333,False,0.05934304,65536,False
sup,2,0,0,0,0,0.7142857,0.1333333,False,0.05941671,65536,False
span,1,0,1,0,0,0.5555556,0.06666667,False,0.06069277,65536,False
span,5,2,0,0,0,1,0.3333333,False,0.06116424,65536,False
span,1,0,1,0,0,1,0.06666667,False,0.06140406,65536,False
span,5,2,0,0,0,1,0.3333333,False,0.06186489,65536,False
span,1,0,1,0,0,1,0.06666667,False,0.06210471,65536,False
span,5,2,0,0,0,1,0.3333333,False,0.06256554,65536,False
a,17,0,0,0,-5,0.5555556,1.7,False,0.06330629,65536,False
a,17,0,0,0,0,1,1.7,False,0.06394227,65536,False
legend,75,0,0,0,2,0.625,6.25,False,0.06433925,65536,False
a,10,0,0,0,0,0.75,0.8333333,False,0.06512339,65536,False
a,11,0,0,0,2,0.8571429,0.7857143,False,0.06567015,65536,False
legend,12,0,0,0,-5,0.5,1.333333,False,0.06764195,65536,False
span,4,0,0,0,2,0.5,0.3636364,False,0.07391667,65536,False
a,17,0,0,0,2,0.7142857,1.307692,False,0.07627072,65536,False
a,17,0,0,0,-4,1,1.888889,False,0.07695091,65536,False
a,17,0,0,0,3,0.8333333,1.416667,False,0.07774486,65536,False
a,17,0,0,0,0,1,1.416667,False,0.07786355,65536,False
a,30,0,0,0,1,1,2.307692,False,0.07810419,65536,False
a,6,0,0,0,-1,1,0.5,False,0.0782548,65536,False
h2,27,0,0,0,-2,0.4444444,2.7,False,0.07925502,65664,False
p,23,0,0,0,3,0.6,1.769231,False,0.08079301,65672,False
p,54,0,0,0,0,1,4.153846,False,0.08085112,65672,False
p,20,0,0,0,2,1,1.333333,False,0.08259538,65672,False
p,84,1,0,0,0,1,5.6,False,0.08264694,65672,True
p,20,0,0,0,0,1,1.333333,True,0.0842455,65672,False
p,66,0,0,0,0,1,4.4,False,0.08429707,65672,False
p,22,0,0,0,0,1,1.466667,False,0.08504764,65672,False
p,63,1,0,0,0,1,4.2,False,0.08510084,65672,False
p,20,0,0,0,0,1,1.333333,False,0.08580559,65672,False
p,56,0,0,0,0,1,3.733333,False,0.08585715,65672,False
a,9,0,1,0,-6,0.875,1,False,0.08626641,65672,False
p,20,0,0,0,4,1,1.538462,False,0.08829878,65672,False
p,52,1,0,0,0,1,4,False,0.08835034,65672,False
p,23,0,0,0,0,1,1.769231,False,0.09021574,65672,False
p,53,0,0,0,0,1,4.076923,False,0.09026976,65672,False
p,23,0,0,0,0,1,1.769231,False,0.0921376,65672,False
p,53,1,0,0,0,1,4.076923,False,0.09219163,65672,False
a,16,0,0,0,3,0.6666667,1,False,0.09349225,65664,False
p,23,0,0,0,0,0.6666667,1.4375,False,0.0953249,65672,False
p,47,0,0,0,0,1,2.9375,False,0.09537892,65672,False
p,23,0,0,0,0,1,1.4375,False,0.09719356,65672,False
p,85,0,0,0,0,1,5.3125,False,0.09724759,65672,False
a,14,0,0,0,0,0.6666667,0.875,False,0.09778535,65664,False
p,23,0,0,0,0,0.6666667,1.4375,False,0.09954351,65672,False
p,46,1,0,0,0,1,2.875,False,0.09959754,65672,False
p,23,0,0,0,0,1,1.4375,False,0.1013189,65672,False
p,47,0,0,0,0,1,2.9375,False,0.1013729,65672,False
a,17,0,0,0,-3,0.6,1.307692,False,0.1019393,65664,False
p,20,0,0,0,2,0.7,1.333333,False,0.1034838,65672,False
p,43,0,0,0,0,1,2.866667,False,0.1035395,65672,False
p,25,0,0,0,2,1,1.470588,False,0.1055301,65672,False
p,80,0,0,0,0,1,4.705883,False,0.1055858,65672,False
p,25,0,0,0,0,1,1.470588,False,0.106284,65672,False
p,73,0,0,0,0,1,4.294117,False,0.1063396,65672,False
a,18,0,0,0,-6,0.6666667,1.636364,False,0.1066973,65664,False
p,23,0,0,0,3,0.75,1.642857,False,0.1084972,65672,False
p,41,1,0,0,0,1,2.928571,False,0.1085513,65672,False
p,23,0,0,0,0,1,1.642857,False,0.109193,65672,False
p,59,0,0,0,0,1,4.214286,False,0.109247,65672,False
h2,11,0,0,0,-4,0.5,1.1,False,0.109617,65664,False
p,7,0,0,0,3,0.6,0.5384616,False,0.1110289,65672,False
p,8,0,0,0,0,1,0.6153846,False,0.1124474,65672,False
p,15,0,0,0,0,1,1.153846,False,0.1138863,65672,False
p,7,0,0,0,0,1,0.5384616,False,0.1153048,65672,False
p,28,0,0,0,-3,0.5555556,2.8,False,0.1156961,327688,False
a,9,0,0,0,2,0.5555556,0.75,False,0.1164548,327680,False
a,8,0,0,0,0,1,0.6666667,False,0.116562,327680,False
a,10,0,0,0,0,1,0.8333333,False,0.1166734,327680,False
a,8,0,0,0,0,1,0.6666667,False,0.1167855,327680,False
span,11,0,0,0,2,0.8,0.7857143,False,0.1173445,327680,False
span,5,0,0,0,0,1,0.3571429,False,0.1174493,327680,False
span,7,0,0,0,0,1,0.5,False,0.1175508,327680,False
span,5,0,0,0,0,1,0.3571429,False,0.1176523,327680,False
span,6,0,0,0,0,1,0.4285714,False,0.1177571,327680,False
span,9,0,0,0,0,1,0.6428571,False,0.1181467,327680,False
span,11,0,0,0,2,1,0.6875,False,0.1182981,327680,False
span,16,0,0,0,0,1,1,False,0.1184225,327680,False
span,21,0,0,0,0,1,1.3125,False,0.1185551,327680,False
span,17,1,0,0,0,1,1.0625,False,0.1186885,327680,False
span,9,0,0,0,0,1,0.5625,False,0.1188097,327680,False
span,6,0,0,0,-2,1,0.4285714,False,0.1192247,327680,False
span,7,0,0,0,2,1,0.4375,False,0.1193736,327680,False
span,7,0,0,0,0,1,0.4375,False,0.1194866,327680,False
span,13,0,0,0,0,1,0.8125,False,0.1196045,327680,False
span,7,0,0,0,0,1,0.4375,False,0.1197223,327680,False
span,33,1,0,0,0,1,2.0625,False,0.1198533,327680,False
span,11,0,0,0,-2,1,0.7857143,False,0.1202404,327680,False
span,7,0,0,0,0,1,0.5,False,0.1205965,327680,False
span,15,0,0,0,0,1,1.071429,False,0.1207078,327680,False
span,5,0,0,0,0,1,0.3571429,False,0.120865,327680,False
span,12,0,0,0,0,1,0.8571429,False,0.1209918,327680,False
span,6,0,0,0,0,1,0.4285714,False,0.1211097,327680,False
span,19,0,0,0,0,1,1.357143,False,0.1214723,327680,False
span,4,0,1,0,-1,0.9,0.3076923,False,0.1218963,327680,False
span,8,0,0,0,2,1,0.5333334,False,0.1220723,327680,False
span,3,0,0,0,0,1,0.2,False,0.1221918,327680,False
span,14,0,0,0,0,1,0.9333333,False,0.1223162,327680,False
span,14,0,0,0,0,1,0.9333333,False,0.1224496,327680,False
span,10,0,0,0,0,1,0.6666667,False,0.1226878,327680,False
span,13,0,0,0,0,1,0.8666667,False,0.1228171,327680,False
span,15,0,0,0,0,1,1,False,0.1229505,327680,False
span,12,1,0,0,0,1,0.8,False,0.1230831,327680,False
span,12,0,0,0,0,1,0.8,False,0.1232452,327680,False
span,24,0,0,0,0,1,1.6,False,0.1233852,327680,False
span,17,0,0,0,0,1,1.133333,False,0.1235292,327680,False
span,12,0,0,0,0,1,0.8,False,0.1236635,327680,False
span,8,0,0,0,0,1,0.5333334,False,0.1237903,327680,False
span,13,0,0,0,0,1,0.8666667,False,0.1239172,327680,False
span,33,1,0,0,0,1,2.2,False,0.1240596,327680,False
span,22,0,0,0,0,1,1.466667,False,0.1242176,327680,False
span,18,0,0,0,0,1,1.2,False,0.12436,327680,False
p,50,1,0,0,-5,0.5,5,False,0.1249903,327688,False
title,57,2,0,0,4,0,14.25,False,0.0001064067,1077936128,False
a,4,0,0,0,8,0.1818182,0.3333333,False,0.07101832,65536,False
a,4,0,1,0,0,1,0.3333333,False,0.07109445,65536,False
a,13,1,0,0,0,1,1.083333,False,0.07118284,65536,False
a,11,0,0,0,0,1,0.9166667,False,0.07127861,65536,False
a,12,0,0,0,0,1,1,False,0.07137683,65536,False
a,8,0,0,0,0,1,0.6666667,False,0.07146605,65536,False
a,9,0,0,0,0,1,0.75,False,0.07153971,65536,False
a,8,0,0,0,0,1,0.6666667,False,0.07161829,65536,False
a,6,0,0,0,0,1,0.5,False,0.07166658,65536,False
a,4,0,1,0,0,1,0.3333333,False,0.07173207,65536,False
a,20,1,0,0,2,1,1.428571,False,0.07181965,65536,False
a,20,0,0,0,0,1,1.428571,False,0.07192032,65536,False
a,14,1,0,0,0,1,1,False,0.07201936,65536,False
a,20,0,0,0,0,1,1.428571,False,0.07211676,65536,False
a,11,0,0,0,0,1,0.7857143,False,0.07221744,65536,False
a,9,0,0,0,0,1,0.6428571,False,0.07230748,65536,False
a,8,1,0,0,0,1,0.5714286,False,0.07239097,65536,False
a,15,0,0,0,0,1,1.071429,False,0.0724761,65536,False
a,18,0,0,0,0,1,1.285714,False,0.07256286,65536,False
a,7,0,0,0,0,1,0.5,False,0.07265617,65536,False
a,12,0,0,0,0,1,0.8571429,False,0.07273474,65536,False
a,4,1,0,0,0,1,0.2857143,False,0.07282805,65536,False
a,11,0,0,0,0,1,0.7857143,False,0.07291318,65536,False
a,3,0,0,0,0,1,0.2142857,False,0.07299421,65536,False
a,11,0,0,0,0,1,0.7857143,False,0.07307524,65536,False
a,10,0,0,0,0,1,0.7142857,False,0.073162,65536,False
a,17,1,0,0,0,1,1.214286,False,0.07325286,65536,False
a,13,0,0,0,0,1,0.9285714,False,0.07334699,65536,False
a,11,1,0,0,0,1,0.7857143,False,0.07344767,65536,False
a,13,0,1,0,-3,1,1.181818,False,0.07499138,65536,False
a,18,0,0,0,0,1,1.636364,False,0.0751027,65536,False
a,5,0,0,0,0,1,0.4545455,False,0.07520665,65536,False
a,9,1,0,0,0,1,0.8181818,False,0.07529014,65536,False
a,14,0,0,0,0,1,1.272727,False,0.075381,65536,False
a,30,1,0,0,0,1,2.727273,False,0.07548659,65536,False
a,19,0,0,0,0,1,1.727273,False,0.07560281,65536,False
a,5,0,0,0,0,1,0.4545455,False,0.0756994,65536,False
span,20,1,0,0,1,0.4545455,1.666667,False,0.07875409,65536,False
span,14,0,0,0,1,1,1.076923,False,0.07878765,65536,False
a,12,0,0,0,-2,0.625,1.090909,False,0.07888997,65536,False
h3,31,0,0,0,0,0.7142857,2.818182,False,0.078971,65536,False
p,419,10,0,0,0,0.7142857,38.09091,False,0.07910278,65544,False
p,447,8,0,0,0,1,40.63636,False,0.0794531,65544,False
p,338,7,0,0,0,1,30.72727,False,0.07982553,65544,False
p,222,5,0,0,0,1,20.18182,False,0.08010955,65544,False
p,10,0,0,0,0,1,0.9090909,False,0.08032973,65544,False
span,11,0,0,0,1,0.8571429,0.9166667,False,0.08034283,65544,False
p,4,0,0,0,-1,0.8571429,0.3636364,False,0.08035756,65544,False
span,10,0,0,0,1,0.8571429,0.8333333,False,0.08037639,65544,False
p,4,0,0,0,-1,0.8571429,0.3636364,False,0.0803903,65544,False
abbr,7,0,0,0,1,0.8571429,0.5833333,False,0.08039849,69640,False
noscript,37,0,0,0,-3,0.625,4.111111,False,0.0811196,-2147418112,False
a,27,1,0,0,1,0.8571429,2.7,False,0.08118426,-2147418112,False
a,20,0,0,0,-1,0.8571429,2.222222,False,0.08126201,65536,False
span,6,0,0,0,1,0.8571429,0.6,False,0.08129967,65536,False
h4,8,0,0,0,0,0.625,0.8,False,0.08146092,536936448,False
a,71,1,0,0,3,0.5,5.461538,False,0.08191437,65536,True
p,363,3,0,0,-1,0.7,30.25,True,0.08210181,65544,False
a,79,2,0,0,1,0.7,6.076923,False,0.08310449,65536,True
p,292,5,0,0,-1,0.7,24.33333,True,0.08329848,65544,False
a,57,4,0,0,1,0.7,4.384615,False,0.0842365,65536,True
p,348,12,0,0,-1,0.7,29,True,0.08441248,65544,False
a,59,3,0,0,1,0.7,4.538462,False,0.08541761,65536,True
p,332,4,0,0,-1,0.7,27.66667,True,0.08559523,65544,False
a,46,0,0,0,1,0.7,3.538461,False,0.08661837,65536,True
p,316,1,0,0,-1,0.7,26.33333,True,0.08678535,65544,False
div,14,0,0,0,-2,0.625,1.4,False,0.0876677,65536,False
a,21,0,0,0,6,0.5555556,1.3125,False,0.08792472,65536,False
a,21,0,0,0,0,1,1.3125,False,0.08798283,65536,False
a,59,3,0,0,0,0.7,3.6875,False,0.08823166,65536,True
a,57,4,0,0,0,1,3.5625,True,0.08844365,65536,True
a,57,2,0,0,0,1,3.5625,True,0.08865974,65536,False
a,20,1,0,0,0,1,1.25,False,0.08887337,65536,False
a,71,1,0,0,0,1,4.4375,False,0.08906081,65536,True
h3,12,1,0,0,-7,0.75,1.333333,True,0.0904441,65536,False
p,27,1,0,0,0,0.7142857,3,False,0.0904752,65544,False
label,14,0,0,0,4,0.7142857,1.076923,False,0.09110791,134283264,False
option,19,0,0,0,2,0.625,1.266667,False,0.09159984,1638400,False
option,13,0,0,0,0,1,0.8666667,False,0.09165059,1638400,False
option,11,0,0,0,0,1,0.7333333,False,0.09169643,1638400,False
option,13,0,0,0,0,1,0.8666667,False,0.09174062,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09178647,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09182739,1638400,False
option,14,0,0,0,0,1,0.9333333,False,0.09186831,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09191497,1638400,False
option,6,0,0,0,0,1,0.4,False,0.09195589,1638400,False
option,8,0,0,0,0,1,0.5333334,False,0.091996,1638400,False
option,10,0,0,0,0,1,0.6666667,False,0.09203774,1638400,False
option,19,0,0,0,0,1,1.266667,False,0.09208113,1638400,False
option,9,0,0,0,0,1,0.6,False,0.09213188,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09217444,1638400,False
option,5,0,0,0,0,1,0.3333333,False,0.09221537,1638400,False
option,9,0,0,0,0,1,0.6,False,0.09225465,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09229722,1638400,False
option,10,0,0,0,0,1,0.6666667,False,0.09233814,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09238152,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09242245,1638400,False
option,10,0,0,0,0,1,0.6666667,False,0.09246337,1638400,False
option,8,0,0,0,0,1,0.5333334,False,0.09250675,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.0925485,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09258942,1638400,False
option,6,0,0,0,0,1,0.4,False,0.09263035,1638400,False
option,5,0,0,0,0,1,0.3333333,False,0.09267046,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09270974,1638400,False
option,6,0,0,0,0,1,0.4,False,0.09275067,1638400,False
option,31,1,0,0,0,1,2.066667,False,0.09279078,1638400,False
option,32,1,0,0,0,1,2.133333,False,0.09285135,1638400,False
option,22,0,0,0,0,1,1.466667,False,0.09291274,1638400,False
option,8,0,0,0,0,1,0.5333334,False,0.09296594,1638400,False
option,13,0,0,0,0,1,0.8666667,False,0.09300768,1638400,False
option,6,0,0,0,0,1,0.4,False,0.09305352,1638400,False
option,30,0,0,0,0,1,2,False,0.09309363,1638400,False
option,17,0,0,0,0,1,1.133333,False,0.09315338,1638400,False
option,8,0,0,0,0,1,0.5333334,False,0.09320249,1638400,False
option,12,0,0,0,0,1,0.8,False,0.09324423,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09328926,1638400,False
option,8,0,0,0,0,1,0.5333334,False,0.09333018,1638400,False
option,8,0,0,0,0,1,0.5333334,False,0.09337192,1638400,False
option,6,0,0,0,0,1,0.4,False,0.09341367,1638400,False
option,23,2,0,0,0,1,1.533333,False,0.09345377,1638400,False
option,14,0,0,0,0,1,0.9333333,False,0.0935078,1638400,False
option,24,0,0,0,0,1,1.6,False,0.09355445,1638400,False
option,4,0,0,0,0,1,0.2666667,False,0.0936093,1638400,False
option,5,0,0,0,0,1,0.3333333,False,0.09364776,1638400,False
option,5,0,0,0,0,1,0.3333333,False,0.09368705,1638400,False
option,16,0,0,0,0,1,1.066667,False,0.09372634,1638400,False
option,23,2,0,0,0,1,1.533333,False,0.09377463,1638400,False
option,8,0,0,0,0,1,0.5333334,False,0.09382866,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.0938704,1638400,False
option,5,0,0,0,0,1,0.3333333,False,0.09391133,1638400,False
option,37,1,0,0,0,1,2.466667,False,0.09395061,1638400,False
option,12,0,0,0,0,1,0.8,False,0.09401609,1638400,False
option,10,0,0,0,0,1,0.6666667,False,0.09406111,1638400,False
option,13,0,0,0,0,1,0.8666667,False,0.09410449,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09415033,1638400,False
option,4,0,0,0,0,1,0.2666667,False,0.09419125,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09422973,1638400,False
option,6,0,0,0,0,1,0.4,False,0.09427065,1638400,False
option,14,0,0,0,0,1,0.9333333,False,0.09431076,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09435742,1638400,False
option,8,0,0,0,0,1,0.5333334,False,0.09439834,1638400,False
option,8,0,0,0,0,1,0.5333334,False,0.09444008,1638400,False
option,18,0,0,0,0,1,1.2,False,0.09448183,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09453176,1638400,False
option,5,0,0,0,0,1,0.3333333,False,0.09457269,1638400,False
option,11,0,0,0,0,1,0.7333333,False,0.09461197,1638400,False
option,17,0,0,0,0,1,1.133333,False,0.09465617,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09470528,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09474621,1638400,False
option,8,0,0,0,0,1,0.5333334,False,0.09478714,1638400,False
option,27,2,0,0,0,1,1.8,False,0.09482887,1638400,False
option,13,0,0,0,0,1,0.8666667,False,0.09488618,1638400,False
option,4,0,0,0,0,1,0.2666667,False,0.09493201,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09497048,1638400,False
option,6,0,0,0,0,1,0.4,False,0.09501141,1638400,False
option,13,0,0,0,0,1,0.8666667,False,0.09505151,1638400,False
option,16,0,0,0,0,1,1.066667,False,0.09509735,1638400,False
option,27,0,0,0,0,1,1.8,False,0.09514564,1638400,False
option,5,0,0,0,0,1,0.3333333,False,0.09520294,1638400,False
option,6,0,0,0,0,1,0.4,False,0.09524222,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09528233,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09532326,1638400,False
option,5,0,0,0,0,1,0.3333333,False,0.09536418,1638400,False
option,9,0,0,0,0,1,0.6,False,0.09540348,1638400,False
option,6,0,0,0,0,1,0.4,False,0.09544604,1638400,False
option,9,0,0,0,0,1,0.6,False,0.09548614,1638400,False
option,7,0,0,0,0,1,0.4666667,False,0.09552871,1638400,False
option,10,0,0,0,0,1,0.6666667,False,0.09556963,1638400,False
option,4,0,0,0,0,1,0.2666667,False,0.09561301,1638400,False
option,9,0,0,0,0,1,0.6,False,0.09565149,1638400,False
option,8,0,0,0,0,1,0.5333334,False,0.09569404,1638400,False
option,6,0,0,0,0,1,0.4,False,0.09573579,1638400,False
option,13,1,0,0,0,1,0.8666667,False,0.09577589,1638400,False
option,6,0,0,0,0,1,0.4,False,0.09582173,1638400,False
option,5,0,0,0,0,1,0.3333333,False,0.09586184,1638400,False
option,33,0,0,0,0,1,2.2,False,0.09590113,1638400,False
option,29,2,0,0,0,1,1.933333,False,0.09596334,1638400,False
